CMP	HSC	MEP	MPP	P1	P2	P3	P4	P5	P6	P7	P8
408	764	251	655	60	62	40	24	12	3	11	5
214	22	425	43	27	207	294	194	60	17	18	12
159	69	246	77	29	239	334	308	75	4	6	10
38	5	289	10	10	85	184	155	172	73	90	18
21	6	250	6	5	73	160	163	99	22	30	9
147	148	83	144	23	52	72	51	85	49	74	62
366	355	245	338	108	170	230	232	340	160	291	203
82	66	55	60	23	14	14	9	7	6	5	6
285	230	256	237	52	66	96	66	50	23	32	21
107	104	85	116	7	23	35	20	11	13	9	8
49	24	66	26	7	27	26	15	8	9	9	8
51	85	39	65	18	21	22	18	25	16	17	11
53	46	32	57	24	29	43	26	31	23	37	21
75	62	50	70	21	26	23	16	14	7	14	10
228	135	62	157	74	31	14	13	15	8	19	12
181	222	70	271	29	10	12	10	8	11	12	6
42	23	16	32	19	9	7	7	5	14	5	8
281	117	35	138	72	15	12	11	11	15	15	8
110	112	117	119	26	34	59	35	30	22	24	21
241	193	190	185	48	82	123	96	158	86	148	97
194	44	43	43	78	26	28	11	18	19	12	12
7	5	13	3	5	7	17	10	52	31	40	13
82	124	35	97	35	19	19	8	19	10	23	10
314	312	172	289	19	25	38	20	34	14	23	14
17	6	31	5	13	28	36	28	18	16	18	19
380	192	423	229	27	103	142	161	318	137	138	65
495	404	427	458	156	206	294	323	677	340	586	343
7	3	12	2	4	10	34	22	11	16	8	10
3	1	51	1	5	31	60	63	50	12	17	8
11	0	26	3	8	25	57	62	39	25	27	13
96	0	13	2	46	15	15	13	12	14	21	14
208	17	43	29	46	10	6	13	11	10	13	8
142	165	129	175	48	89	94	83	70	31	41	23
51	26	49	25	23	36	43	27	40	22	27	12
161	78	265	71	45	186	319	343	217	49	34	17
9	2	16	6	7	19	37	41	110	39	42	17
14	9	23	14	8	16	33	22	42	24	57	29
12	3	35	6	2	11	27	13	16	21	31	17
7	1	13	5	3	7	22	7	13	13	14	5
10	2	17	1	3	34	69	58	85	47	51	15
55	73	250	64	15	143	241	285	732	232	262	74
115	60	64	67	26	29	44	31	36	29	27	14
13	6	43	3	5	55	68	57	28	10	20	13
786	821	498	936	115	250	315	248	571	299	572	424
93	120	96	157	43	53	71	74	164	101	100	70
12	12	11	10	4	7	9	6	13	11	37	27
10	21	6	20	4	5	6	4	6	11	31	23
370	348	120	297	40	31	15	8	7	9	5	10
58	1	215	5	12	93	166	184	295	71	41	10
8	0	36	3	6	52	85	97	37	13	11	10
53	15	29	29	10	27	21	16	9	17	27	27
285	441	116	374	70	41	47	28	33	18	23	15
124	117	96	108	32	99	154	109	98	41	58	34
280	385	392	323	90	293	447	299	124	52	122	70
19	8	57	9	18	150	266	282	85	53	129	73
196	193	117	253	57	53	64	37	44	23	29	30
107	218	77	172	40	62	83	43	40	33	33	22
218	223	246	232	32	71	86	65	75	45	55	23
8	0	37	3	8	35	78	86	69	19	19	8
24	2	73	5	20	123	173	99	30	14	21	12
92	77	18	60	38	14	8	9	2	4	9	4
192	254	87	258	56	24	25	16	10	18	11	12
14	11	31	14	11	30	33	33	24	21	13	9
7	5	14	2	4	44	42	28	15	15	14	13
14	5	31	3	13	93	162	168	154	48	37	12
118	115	78	138	44	65	97	62	81	48	77	28
88	62	83	67	24	76	100	74	54	40	44	21
130	207	137	180	26	104	150	148	286	123	142	41
73	99	77	82	34	78	76	60	119	62	36	32
32	15	28	13	19	67	73	62	56	36	60	42
23	24	24	34	28	79	128	96	121	70	100	78
746	270	857	404	116	357	529	424	511	168	137	24
12	5	34	10	16	38	76	32	38	19	30	21
29	21	67	18	15	39	74	28	27	10	18	18
196	136	40	173	62	34	38	18	19	18	23	25
123	338	78	271	29	68	93	67	71	43	72	48
148	131	116	117	73	132	167	101	56	25	33	21
90	68	86	95	43	58	54	51	44	27	31	14
76	100	86	104	60	75	117	84	58	22	30	22
90	89	94	111	47	90	145	97	83	39	33	30
11	1	14	1	8	14	34	26	41	15	27	10
8	3	18	4	13	23	54	31	25	12	19	22
591	750	179	754	72	82	99	94	111	52	78	35
224	279	148	271	43	119	165	102	85	40	38	22
5	3	27	1	2	28	45	44	20	10	9	12
30	11	88	19	12	95	164	98	59	28	33	22
340	5	601	51	54	368	635	736	866	204	88	33
236	312	210	264	131	255	315	229	196	106	118	67
97	131	103	118	45	71	93	47	54	27	36	11
161	117	252	124	50	170	179	133	158	48	51	31
281	261	178	288	112	99	120	77	49	30	39	23
22	17	29	16	21	90	163	165	132	46	39	23
873	1761	742	1645	85	167	224	149	160	53	68	34
221	422	69	378	40	17	25	21	11	12	17	13
81	29	23	36	22	19	9	8	9	6	12	2
38	10	66	25	7	35	37	29	24	9	8	9
186	163	122	166	51	40	65	28	52	21	20	14
194	44	166	42	52	126	195	104	36	15	11	16
44	6	106	10	6	124	222	170	89	29	29	20
46	7	43	15	9	63	72	56	36	26	28	16
170	158	125	170	51	90	85	78	60	34	26	21
224	190	153	197	77	98	88	71	49	28	27	19
71	52	73	52	26	71	80	56	60	28	40	31
76	47	108	45	14	105	139	110	67	23	21	9
77	67	99	75	22	74	104	93	92	51	83	35
92	103	87	89	28	66	58	60	50	30	36	33
6	3	21	3	3	18	25	26	18	13	15	8
6	1	3	0	10	11	23	12	9	9	5	7
317	345	248	363	125	180	283	257	501	262	504	275
11	3	46	4	6	21	40	48	17	8	11	8
123	45	28	66	42	17	14	15	3	8	5	12
17	2	54	3	3	21	36	13	3	8	16	3
26	11	38	17	19	30	59	44	33	13	20	20
199	80	65	122	49	20	35	14	11	12	13	7
62	43	45	43	22	32	46	51	35	14	29	11
292	315	138	314	64	23	23	11	7	3	9	7
25	3	53	3	8	19	22	12	26	7	17	17
227	46	232	83	26	38	29	11	8	10	5	15
10	9	15	11	18	17	19	22	10	13	4	11
11	3	10	7	4	7	24	11	8	8	7	6
6	4	12	5	25	12	10	13	12	15	12	16
79	89	92	95	20	58	72	41	19	14	7	12
9	0	45	1	1	12	36	11	6	3	3	9
25	34	41	34	9	16	28	21	10	5	5	7
27	9	10	10	21	7	4	5	12	11	10	6
49	53	45	48	16	22	36	15	14	12	5	7
89	10	33	35	29	13	14	9	8	11	22	8
51	51	51	72	23	40	52	32	18	19	32	28
5	3	15	6	7	15	16	12	14	9	13	13
3	1	17	1	8	18	36	21	7	13	13	14
30	2	19	6	16	25	43	40	34	38	144	65
66	69	93	58	11	45	50	59	65	37	46	32
277	228	235	241	53	113	187	175	200	96	148	59
31	23	31	32	10	32	52	40	45	30	28	19
21	9	26	6	4	18	49	27	12	11	10	10
73	7	184	23	16	100	166	198	169	59	39	18
17	1	86	4	19	155	223	129	55	36	69	35
17	11	33	14	12	18	29	17	21	17	28	17
173	251	113	240	95	98	118	106	131	82	116	81
55	55	43	45	27	34	54	33	51	28	53	44
348	96	286	195	56	81	57	18	2	7	18	8
33	4	99	3	3	45	74	44	30	10	9	8
462	588	381	595	127	213	282	277	486	234	529	351
303	364	297	391	41	66	75	87	154	75	116	107
5	3	6	3	2	15	13	11	6	10	31	34
205	376	226	371	18	68	122	177	302	225	692	508
6	29	32	22	4	28	42	40	66	61	203	184
9	3	10	1	8	9	23	28	16	12	46	47
18	0	108	3	7	99	186	168	135	41	79	38
2	1	20	2	6	14	20	36	33	9	14	9
85	2	36	3	10	23	31	25	10	7	15	18
56	7	78	12	11	35	70	47	17	8	16	14
45	70	40	58	26	34	40	32	29	20	39	40
17	4	26	8	9	33	39	34	34	15	25	17
229	227	174	209	69	87	120	133	198	93	144	92
685	684	498	634	226	365	488	372	240	140	303	200
139	130	129	182	66	134	164	112	126	60	87	73
234	223	189	243	80	156	194	179	176	98	172	125
188	138	160	171	64	110	138	123	122	50	119	78
181	131	255	142	55	134	173	184	211	110	151	107
544	560	503	606	175	263	375	332	615	304	515	283
31	2	98	6	8	61	74	83	160	114	231	92
327	14	516	48	48	322	518	531	279	101	123	32
851	1011	637	1007	159	294	422	383	620	259	384	73
334	400	349	400	131	224	309	313	605	284	247	129
174	210	202	221	68	113	144	156	213	112	90	47
103	21	248	25	10	133	259	246	69	13	11	6
34	15	23	15	15	19	18	26	9	7	9	8
33	14	20	32	15	24	29	24	35	32	33	28
1	1	3	2	15	8	8	9	5	4	4	12
1131	993	934	1061	231	441	677	705	1363	674	1373	982
39	19	310	19	9	185	371	435	608	228	240	49
50	39	49	40	22	42	43	24	30	28	28	24
27	5	13	10	15	6	6	7	14	12	5	22
22	3	14	3	13	44	37	26	9	10	15	10
34	1	13	3	25	14	13	6	2	2	6	10
19	25	22	26	6	15	26	30	29	26	30	38
83	82	82	81	12	40	78	88	67	39	54	41
48	11	41	30	33	35	33	34	25	18	32	27
36	11	9	6	13	3	13	7	2	4	4	3
607	595	506	601	260	434	632	582	984	468	1042	718
454	464	345	516	163	274	327	268	414	222	444	448
225	252	228	246	64	103	148	134	203	116	124	76
5	4	13	2	2	6	25	16	35	12	10	11
26	3	193	1	7	38	105	128	115	35	27	9
26	6	151	7	6	115	237	263	385	70	32	20
46	43	48	42	15	48	45	38	36	16	31	26
28	47	83	38	10	52	102	73	23	16	18	15
51	15	47	22	12	11	30	18	20	10	15	10
8	5	18	2	5	13	46	24	29	25	28	14
16	6	68	4	9	33	51	75	137	39	33	19
90	101	86	101	24	66	89	84	79	39	87	56
60	59	52	59	20	27	39	52	77	45	77	54
133	37	308	44	37	387	589	659	581	286	779	380
33	5	157	13	17	185	358	450	477	140	120	27
282	198	186	247	55	70	110	98	219	127	205	200
664	593	490	681	148	268	378	404	862	372	765	524
5	0	15	4	4	17	23	22	31	6	9	12
91	5	219	13	11	80	120	156	93	34	23	20
65	81	63	88	24	58	107	73	69	43	55	44
54	69	55	60	20	34	49	44	14	8	11	12
4	4	5	3	5	7	11	9	11	14	12	16
332	298	305	300	71	160	226	212	152	46	26	18
253	198	105	208	56	54	40	25	8	7	21	14
17	12	45	24	25	33	58	38	22	11	19	15
101	104	80	122	21	30	45	37	19	9	18	22
278	323	293	301	80	185	242	237	293	169	240	167
676	692	537	652	125	277	420	398	557	287	527	323
287	305	244	311	83	114	158	136	193	105	176	121
114	32	23	35	36	13	4	5	4	8	8	13
514	530	382	548	119	194	306	283	476	200	513	348
302	272	189	282	61	98	123	116	179	93	157	109
87	21	71	37	41	31	35	12	20	10	17	12
11	6	11	9	9	18	29	8	17	9	13	10
91	119	70	87	17	7	4	9	9	6	10	9
5	1	16	3	4	21	25	21	15	22	15	10
3	5	20	5	1	17	18	21	28	24	25	9
20	6	31	9	4	28	30	31	28	14	34	14
44	49	52	44	6	20	46	42	46	23	38	18
82	72	65	81	19	37	43	28	41	20	23	18
37	0	46	3	5	5	18	20	27	8	9	5
4	4	13	7	6	12	23	16	14	15	10	12
104	7	327	22	10	157	279	258	119	26	48	8
241	303	252	301	32	105	151	115	99	45	90	67
274	248	199	265	71	126	198	174	255	124	240	158
158	155	157	139	21	69	106	87	98	52	75	53
108	64	141	68	24	27	57	54	47	28	50	39
50	33	67	48	11	34	59	53	58	24	50	46
57	39	49	42	27	27	37	13	45	20	53	32
203	197	202	209	11	30	28	31	20	15	24	15
57	135	80	90	10	17	36	25	36	28	64	26
344	397	178	415	95	165	236	303	693	356	600	335
202	35	52	59	84	19	12	8	9	6	12	12
1	0	13	0	4	22	42	46	20	6	5	5
877	871	728	840	222	358	517	485	985	466	969	565
191	25	35	42	78	28	13	18	21	14	12	16
182	206	134	222	43	92	82	99	336	195	352	297
376	325	247	373	61	125	149	192	391	243	457	353
21	11	28	25	11	35	64	39	87	72	197	145
339	307	156	331	53	112	180	132	163	95	126	85
157	189	80	191	47	91	141	121	155	75	129	97
632	50	664	117	88	363	547	583	825	232	177	81
4	1	39	1	3	16	33	29	30	15	18	9
3	2	7	4	3	7	16	11	8	11	17	7
38	3	81	5	10	25	51	35	52	26	17	10
6	3	13	1	6	22	60	60	31	20	50	11
2	0	6	1	2	14	20	31	40	24	48	13
39	36	68	32	14	15	24	28	36	13	25	28
7	1	12	3	3	32	38	31	22	10	17	14
80	88	82	99	26	62	72	74	149	105	255	123
234	303	236	332	61	91	126	110	189	100	147	128
171	245	144	253	57	83	118	113	230	124	202	190
222	4	106	21	56	39	27	20	15	6	10	9
1	1	15	1	5	29	26	30	15	10	14	9
144	179	115	171	73	89	149	104	199	96	170	123
85	144	111	143	57	105	124	92	111	60	84	52
103	215	88	169	49	104	148	94	141	100	220	215
247	294	184	277	176	306	418	344	553	265	633	418
68	8	103	21	14	40	57	50	49	36	29	16
8	1	19	1	1	14	37	35	39	15	25	10
6	19	30	21	5	19	25	16	9	12	8	16
3	1	6	1	7	10	3	9	13	14	9	17
9	2	2	2	21	5	5	6	5	5	15	9
139	252	106	201	49	81	98	101	70	24	65	20
152	148	143	153	42	71	95	80	126	57	81	41
499	492	320	482	152	235	319	299	412	192	298	177
177	137	125	160	41	64	112	96	67	30	64	24
8	0	23	1	4	24	48	37	9	10	8	10
4	2	12	3	9	20	38	24	37	16	22	19
7	5	11	7	16	35	48	44	39	20	47	22
18	4	112	5	7	87	210	257	433	167	163	32
71	8	9	10	23	14	6	6	6	6	5	5
6	1	3	3	5	12	17	12	23	23	35	12
90	120	88	119	43	64	79	73	105	68	129	127
446	480	381	466	102	164	251	228	399	204	470	360
332	29	352	67	72	210	320	315	215	51	43	18
1	1	10	6	3	2	9	16	11	13	49	30
49	86	76	68	17	42	63	50	31	13	13	15
190	195	153	180	84	150	180	164	262	147	338	228
46	47	81	43	8	38	66	82	63	16	20	16
60	77	119	50	16	109	120	51	17	13	14	9
189	301	205	318	34	30	63	26	8	10	12	15
92	204	35	187	47	22	33	22	25	16	23	28
149	203	70	230	21	27	36	39	20	11	18	22
10	2	85	6	4	61	85	61	12	7	6	5
16	6	70	8	3	107	158	111	33	7	8	3
93	81	93	86	30	52	88	76	44	26	53	34
17	1	6	0	13	19	23	10	7	6	6	8
116	103	119	96	22	48	57	33	19	13	7	9
375	8	272	34	104	55	65	46	14	9	22	10
56	39	70	39	21	57	82	40	37	32	35	26
465	380	365	463	82	135	154	153	191	108	158	103
667	654	518	679	132	228	278	268	414	229	395	183
90	87	116	91	22	57	78	80	114	38	67	32
175	164	145	155	66	138	213	187	193	72	103	48
21	3	41	7	15	45	77	53	18	9	32	12
131	87	105	80	33	64	82	62	55	28	55	38
10	10	11	13	54	68	152	80	20	24	55	36
107	116	128	113	22	70	95	74	56	33	43	32
74	65	106	69	31	73	100	81	73	33	49	17
24	4	14	4	15	7	11	12	7	6	13	5
9	3	13	2	4	19	15	19	7	5	6	7
36	0	31	3	30	26	37	32	11	5	15	11
10	3	96	5	4	80	118	76	13	8	13	5
188	181	134	153	72	118	166	155	142	70	93	45
50	57	52	63	22	55	76	52	25	8	22	17
105	79	118	103	21	62	68	55	52	30	40	34
505	451	461	473	187	320	596	464	846	381	646	331
65	2	243	4	13	117	185	195	362	199	227	73
81	81	83	76	23	51	81	63	101	36	72	39
51	1	94	14	23	54	72	23	15	7	13	19
632	674	317	699	93	48	24	15	11	15	18	10
110	74	48	75	22	9	8	13	17	9	16	9
6	1	74	4	4	85	124	115	56	31	56	22
15	2	164	2	8	242	465	475	455	211	291	104
8	4	44	4	9	51	105	102	158	82	103	33
49	27	43	25	12	30	26	31	30	14	40	24
291	262	219	257	120	201	292	248	378	222	339	194
123	65	111	76	19	50	70	53	23	8	29	13
3	2	8	4	5	50	126	130	40	27	46	17
3	1	22	2	5	30	37	30	9	12	6	13
230	244	165	231	43	82	98	108	100	40	50	35
10	3	26	3	12	59	80	86	125	47	59	18
268	299	164	316	69	102	162	133	216	85	65	62
831	923	703	922	357	618	801	791	960	368	518	294
348	499	313	449	50	119	149	160	112	57	55	37
4	0	5	2	10	8	8	10	12	6	36	18
1	5	15	5	8	18	54	70	64	22	16	11
74	80	70	58	27	34	54	59	102	56	83	48
199	158	136	165	38	92	125	102	164	86	179	145
359	285	299	331	82	138	184	154	328	158	318	218
103	59	149	76	25	72	92	83	113	53	65	31
806	714	639	746	120	173	286	190	332	157	287	165
240	215	219	165	36	96	114	87	116	69	125	84
539	482	543	517	221	397	592	637	1160	573	1233	866
458	480	246	413	98	53	34	16	15	20	16	13
658	755	522	785	157	213	270	293	621	269	547	449
690	686	569	762	140	227	271	259	501	259	468	294
436	461	275	446	37	43	44	30	15	7	12	5
9	17	13	18	6	13	25	7	8	12	10	12
292	43	169	139	14	79	102	130	51	22	42	15
40	21	80	24	9	56	76	80	27	22	57	28
3	8	9	8	3	19	46	32	49	51	150	67
191	175	113	186	11	20	17	10	9	15	55	21
377	100	269	160	23	63	83	81	57	30	67	31
239	241	192	245	31	88	101	82	68	38	93	60
95	18	50	22	35	26	15	15	12	9	19	10
19	4	19	11	3	18	24	24	39	42	111	72
50	41	66	55	11	61	75	70	91	84	222	161
27	5	105	4	11	74	90	80	56	24	35	15
12	2	42	0	2	74	103	58	9	7	12	17
21	1	105	2	2	85	146	83	13	7	10	9
15	0	14	3	4	11	14	10	22	10	19	24
90	73	83	51	12	37	46	31	64	28	46	36
168	189	142	218	48	54	83	63	114	66	111	84
692	633	747	600	179	404	626	591	1132	480	1050	796
15	3	46	7	5	43	55	37	12	8	17	12
68	46	25	39	24	9	9	3	16	7	13	15
76	76	63	57	24	24	43	20	31	16	25	12
70	69	77	79	25	69	63	44	29	25	36	27
7	2	17	0	4	17	24	32	7	8	4	7
23	1	36	9	7	19	21	5	4	6	4	13
5	1	25	1	4	17	40	34	8	6	9	4
6	13	10	5	11	11	18	16	28	16	43	18
109	97	101	102	31	71	106	99	210	108	177	102
224	206	190	228	96	156	223	225	427	202	326	185
21	12	44	16	8	19	24	19	9	7	17	12
357	428	304	454	72	155	196	145	222	108	249	198
15	14	22	6	9	24	20	21	11	6	12	10
16	5	14	9	19	34	51	24	7	11	8	15
84	57	63	54	22	20	29	22	20	8	9	16
42	38	35	43	8	8	24	17	15	5	0	17
58	81	57	81	21	29	44	29	14	9	20	9
99	186	82	184	26	37	63	40	25	18	12	22
44	5	3	3	52	18	9	6	12	8	10	12
3	0	10	4	5	2	14	6	12	7	15	7
7	3	17	4	4	8	28	13	14	9	12	10
139	93	110	122	36	34	62	46	30	28	31	31
38	70	52	64	23	28	39	32	42	15	30	34
12	3	32	7	4	27	45	38	12	8	12	8
150	152	131	162	39	50	102	81	86	45	77	15
35	1	28	5	21	20	18	18	12	5	12	11
16	5	35	6	2	15	19	25	24	9	11	8
10	14	13	13	6	14	16	10	10	17	23	16
24	11	23	19	9	19	32	23	17	12	19	12
4	1	65	2	1	33	34	21	7	11	11	10
94	52	104	52	19	26	35	31	16	5	9	8
23	27	36	35	9	16	22	21	10	11	8	12
90	93	127	87	26	68	91	81	104	35	42	23
131	135	101	138	70	58	89	86	125	84	99	79
137	129	111	134	51	62	45	56	96	73	99	83
40	25	99	32	15	111	189	153	171	69	81	22
52	63	48	64	12	42	40	25	28	10	40	25
64	113	86	111	11	72	78	65	73	49	77	37
15	10	16	8	4	16	16	10	11	7	9	8
53	53	63	57	12	27	32	31	13	10	9	8
46	40	26	31	14	15	25	20	18	10	34	15
116	82	122	88	23	72	80	52	24	15	32	19
328	275	250	323	103	130	124	36	39	22	38	28
89	74	97	65	23	54	80	44	19	12	15	20
77	62	82	60	22	52	72	39	14	12	14	25
11	5	13	3	3	23	60	31	12	7	7	9
300	392	195	405	12	15	16	31	45	29	68	28
734	630	556	675	228	341	485	496	870	389	947	652
138	108	122	105	38	50	56	59	34	11	38	29
48	2	354	6	7	218	360	321	91	10	10	14
163	132	120	104	50	37	42	22	17	20	13	17
69	43	115	43	18	30	45	43	26	15	7	8
63	16	98	22	11	30	36	16	3	4	10	11
569	724	240	686	60	26	15	9	12	8	16	22
4	1	18	3	7	19	26	20	8	11	6	11
26	13	32	21	7	25	19	8	16	13	15	14
0	0	11	0	1	11	20	10	28	15	19	9
96	18	68	34	18	28	37	33	15	9	16	7
16	6	68	4	7	27	33	19	11	5	8	10
283	319	239	302	85	132	167	187	316	174	302	218
87	74	62	84	13	29	44	30	32	16	38	23
36	20	36	24	7	29	31	16	25	29	51	25
268	262	229	305	120	203	278	289	528	263	547	421
224	213	171	253	68	80	132	97	156	64	111	67
24	43	22	35	13	11	31	10	10	9	14	7
20	4	68	7	13	161	325	412	1363	654	1119	439
12	0	54	4	15	35	38	38	29	15	24	18
371	434	276	472	100	225	284	269	577	258	436	163
20	12	19	9	19	44	81	72	113	67	56	27
61	41	64	31	28	69	97	83	64	53	85	28
252	351	140	314	64	45	30	22	15	12	17	9
42	28	59	39	21	49	72	51	48	26	39	18
359	418	244	432	85	121	126	110	126	68	50	27
10	4	91	5	10	47	74	58	8	10	11	17
33	2	14	9	40	18	9	6	9	12	13	3
4	3	9	5	4	7	8	6	5	16	8	8
97	83	80	98	25	53	66	50	55	34	51	29
9	4	62	4	5	50	53	49	38	13	15	8
107	132	101	144	115	209	241	227	78	33	81	49
52	11	22	10	43	19	9	3	7	8	8	12
67	10	13	26	22	7	4	11	15	5	13	4
57	35	73	39	11	20	32	18	11	8	8	16
108	69	117	94	25	60	96	80	132	70	46	21
311	258	233	265	81	146	160	165	303	102	57	24
248	223	205	237	70	103	157	170	340	118	108	32
17	2	3	4	49	18	13	8	11	6	10	5
18	0	84	4	1	17	34	28	16	6	8	8
6	1	94	2	7	63	136	111	28	6	13	19
5	2	13	9	2	13	30	23	10	8	11	10
18	6	80	9	6	29	94	72	28	5	8	11
282	257	225	274	58	106	140	122	168	79	219	194
741	751	613	840	151	288	422	392	696	355	750	491
279	193	214	216	54	97	140	146	185	98	180	92
282	180	386	193	51	199	300	275	362	146	282	112
264	494	163	427	47	41	46	24	14	17	21	16
16	3	13	4	5	14	40	24	11	8	7	9
356	86	120	101	69	44	48	32	14	9	10	10
202	128	71	155	45	18	22	9	10	3	12	5
32	48	35	32	11	18	37	27	34	17	30	13
255	353	130	320	38	30	27	15	13	17	22	16
189	88	50	91	37	17	21	8	9	6	7	12
57	135	31	119	13	15	19	15	13	10	8	9
244	268	224	282	63	134	200	213	362	196	367	187
24	3	136	1	1	35	42	71	50	15	23	8
6	6	12	2	7	11	27	46	226	161	259	44
613	1014	263	903	101	59	21	13	13	12	14	14
48	84	38	60	22	44	39	27	24	12	22	11
239	452	68	437	56	21	29	26	12	15	21	10
264	334	38	340	63	14	16	14	8	9	13	9
419	511	184	470	38	88	124	95	247	166	313	236
13	26	21	19	12	29	53	41	47	42	93	53
97	104	96	111	64	72	115	79	96	66	103	78
24	3	7	6	36	18	28	11	17	10	19	12
17	3	21	1	13	30	32	26	17	11	16	25
52	57	28	58	26	27	44	41	31	9	17	16
3	7	12	4	4	11	9	15	6	3	9	10
1	3	6	2	12	6	9	6	7	7	9	9
8	10	23	3	6	10	29	26	42	22	34	13
56	73	86	46	8	57	76	34	19	9	21	17
186	157	140	157	51	69	87	94	226	143	290	219
99	173	80	149	26	34	48	38	31	13	40	27
31	33	46	29	10	50	64	28	14	6	12	12
19	6	18	18	10	14	23	17	23	12	17	19
101	47	142	59	15	56	62	40	19	7	11	7
84	11	195	32	4	49	52	42	15	4	8	7
40	37	100	41	3	8	29	11	10	3	5	12
166	87	133	107	30	64	110	71	64	27	44	15
283	251	130	265	17	16	13	5	12	3	11	11
327	231	269	280	106	180	207	189	449	240	408	133
2	15	66	17	4	38	53	58	24	6	14	16
46	1	8	2	26	12	14	5	6	2	6	8
390	218	444	332	35	138	203	142	50	9	14	7
205	53	131	83	27	42	51	41	28	9	10	10
425	356	117	350	57	26	32	16	17	7	9	6
16	4	48	3	2	22	51	13	8	11	14	12
63	5	9	2	23	9	12	5	5	4	9	6
156	7	376	6	16	74	79	40	13	5	7	6
11	1	38	1	11	36	29	11	13	10	9	11
32	10	106	11	6	21	39	32	15	6	8	11
201	396	54	318	51	23	9	4	7	5	12	9
20	3	79	4	6	25	58	104	223	87	110	18
8	4	31	9	10	19	50	72	60	24	32	24
85	1	201	13	6	53	83	114	119	69	153	51
15	13	26	4	12	17	48	44	39	17	24	13
6	6	10	6	5	9	12	18	38	10	14	17
10	4	69	1	1	53	138	202	421	108	70	24
14	4	85	0	6	25	69	158	213	64	44	16
477	88	158	160	87	46	49	38	19	14	23	16
269	295	232	337	59	160	204	204	431	187	312	187
106	95	96	82	26	76	79	79	79	42	96	67
66	51	80	43	15	20	32	33	38	26	42	34
3	5	47	7	1	10	20	22	82	57	124	29
13	3	47	1	8	19	37	55	104	47	53	23
78	41	113	45	33	105	160	136	121	48	85	41
15	23	44	20	16	45	50	49	48	28	27	6
16	19	41	15	15	41	89	86	88	38	67	19
9	3	18	6	1	17	28	51	104	48	73	25
43	26	79	19	18	80	106	51	25	30	28	20
123	197	45	137	20	15	11	17	24	17	17	14
30	6	217	7	10	202	393	495	902	321	306	96
92	74	119	74	60	141	226	231	340	192	317	136
17	4	12	5	42	19	16	14	15	8	19	13
21	1	12	1	27	12	14	11	11	8	9	13
16	7	17	6	48	14	14	9	11	12	9	12
10	1	35	5	6	48	73	48	6	13	13	9
88	65	66	89	27	48	70	54	44	24	41	34
56	82	31	83	24	9	8	7	10	5	11	9
26	6	19	6	19	12	19	6	3	4	16	6
86	226	37	200	37	15	13	20	11	7	14	14
309	608	159	620	69	43	28	10	15	7	20	10
38	44	38	46	10	32	35	23	12	12	13	10
41	8	38	25	20	63	88	70	28	9	21	21
4	2	15	2	2	24	59	97	17	5	10	13
17	53	29	39	36	108	188	136	58	19	21	15
5	10	21	17	10	70	130	73	21	6	13	13
31	4	104	7	10	40	56	61	18	12	11	9
49	31	68	52	16	81	119	109	102	84	255	118
17	1	42	4	6	41	67	66	21	15	19	13
39	25	47	43	18	33	61	33	18	16	28	16
9	3	61	6	8	60	66	108	398	214	162	29
103	121	104	128	31	48	88	87	100	61	69	32
139	142	118	138	31	43	66	58	85	34	45	27
171	156	186	155	43	75	103	94	130	52	87	81
431	361	289	383	99	134	208	169	211	123	180	83
175	141	123	135	33	51	69	69	71	36	53	29
15	5	87	3	6	65	106	104	157	60	77	17
9	26	15	15	6	22	26	20	13	8	15	10
321	491	269	433	97	191	271	286	579	309	714	472
103	109	91	120	19	49	62	50	116	81	113	118
2	5	2	0	2	9	7	4	15	24	80	10
9	0	158	3	6	83	117	90	25	9	11	7
5	4	12	3	6	17	27	41	61	30	26	10
68	69	71	69	7	39	61	59	18	19	15	13
53	59	70	60	23	49	80	69	49	29	48	39
144	197	94	203	31	51	81	51	67	44	69	47
41	64	42	62	15	31	48	27	19	20	28	25
4	6	12	10	8	4	11	18	22	9	11	11
52	56	70	54	8	39	57	38	41	25	46	24
115	17	274	54	18	212	404	444	574	239	349	84
58	60	32	67	12	30	53	39	44	26	40	28
71	89	53	85	24	69	117	99	150	66	80	34
110	66	143	84	13	31	54	35	18	20	15	10
62	48	79	39	7	17	22	20	9	2	8	2
48	17	218	25	10	81	88	84	36	14	15	9
142	111	112	153	22	51	85	70	43	28	40	13
54	55	40	35	18	21	37	35	25	16	9	15
106	117	79	103	27	45	59	51	73	42	60	34
409	435	335	478	90	157	192	202	387	229	424	308
33	7	38	18	4	10	34	35	145	94	284	115
2	8	8	17	7	67	160	143	246	201	390	91
1269	1798	698	1815	109	36	29	10	17	7	22	17
407	707	152	749	54	42	65	44	24	10	16	15
9	25	19	20	6	10	15	7	7	9	13	9
5	7	5	3	6	12	18	11	12	7	18	8
76	111	44	116	27	34	62	36	49	22	40	26
19	14	30	23	9	34	32	29	19	15	20	13
910	869	666	909	195	257	379	355	710	368	824	539
23	13	55	7	23	81	125	140	265	170	419	198
18	2	47	3	7	64	140	166	277	156	402	213
5	3	13	4	5	24	23	24	33	36	179	148
26	3	46	8	13	34	40	41	32	25	91	88
5	2	20	4	3	14	16	11	23	33	142	80
712	106	787	297	32	230	389	460	787	253	234	32
477	576	418	575	151	328	477	523	912	472	913	646
